"";"short_name";"preferred_foot";"team_position";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_marking";"defending_standing_tackle";"defending_sliding_tackle";"goalkeeping_diving";"goalkeeping_handling";"goalkeeping_kicking";"goalkeeping_positioning";"goalkeeping_reflexes"
"17785";"Nicolas Firmino";"Right";"RES";44;37;40;54;40;54;50;50;48;47;67;57;65;52;67;42;55;53;45;40;50;44;48;54;41;40;30;32;40;12;8;11;9;12
"17786";"F. Dymerski";"Right";"RES";26;26;50;30;23;26;25;22;29;28;63;54;39;42;54;37;68;63;65;17;46;52;28;31;34;39;45;56;59;9;6;5;12;5
"17787";"T. Bramble";"Right";"RES";39;33;54;56;30;52;41;42;50;52;74;78;62;50;60;51;75;68;70;36;39;50;36;52;48;43;44;50;46;8;13;12;6;14
"17788";"D. Jefferies";"Right";"RES";45;26;44;51;32;48;34;26;46;52;62;56;59;54;48;21;64;62;59;25;55;50;49;38;34;34;49;50;49;10;7;12;6;7
"17789";"M. Larsen";"Right";"SUB";45;42;43;60;40;52;44;41;56;54;65;63;68;44;61;46;55;34;36;38;38;32;56;56;36;43;32;42;40;12;13;6;14;5
"17790";"K. Lofthouse";"Right";"SUB";41;55;34;42;37;55;40;35;33;54;75;77;80;37;71;49;41;47;42;34;26;20;47;45;50;48;16;26;24;7;11;13;6;6
"17791";"P. Koller";"Right";"RES";23;21;52;36;27;29;27;22;33;28;55;62;51;43;56;38;70;54;63;26;46;50;33;33;42;39;42;58;55;14;12;11;10;11
"17792";"J. Imbrechts";"Right";"SUB";9;4;13;23;8;8;12;11;15;11;24;30;25;45;44;40;63;17;38;7;17;7;7;28;18;27;6;15;12;57;50;53;45;57
"17793";"C. Henderson";"Left";"RES";51;41;42;50;40;54;39;45;47;54;69;71;69;39;64;43;36;44;31;42;27;18;46;45;38;51;23;21;20;8;5;5;15;15
"17794";"Jiang Shenglong";"Right";"CDM";24;22;46;43;27;25;29;22;46;31;81;78;57;45;44;34;70;64;73;17;46;47;26;29;31;44;42;56;46;15;9;9;9;9
"17795";"R. Wikström";"Right";"SUB";42;26;44;44;29;47;31;33;41;36;66;58;53;52;59;26;66;52;56;29;49;52;38;35;34;36;54;55;48;10;6;10;7;7
"17796";"I. El Mizouni";"Right";"SUB";36;30;48;56;35;52;40;39;52;50;67;60;50;50;61;50;60;62;56;41;59;44;53;46;41;43;34;48;46;12;5;8;13;6
"17797";"J. Haahr";"Right";"SUB";27;18;59;43;28;21;26;24;29;34;55;47;58;40;61;32;70;34;58;20;43;53;21;22;21;39;49;52;51;6;14;13;12;14
"17798";"E. Petignat";"Right";"RES";41;32;45;57;32;49;40;36;57;52;54;60;56;54;72;48;63;48;68;34;56;52;38;45;47;41;46;56;53;7;11;8;12;15
"17799";"Park Jung In";"Right";"SUB";43;31;48;62;39;49;39;34;55;46;67;65;59;48;65;48;60;55;57;39;54;42;51;52;43;42;27;35;41;9;9;11;10;9
"17800";"M. Knudsen";"Right";"SUB";45;45;39;52;43;52;42;44;51;54;65;63;58;53;65;50;51;48;49;41;46;29;42;48;47;46;37;35;36;12;13;7;11;7
"17801";"Seo Jin Su";"Right";"SUB";26;53;41;47;43;58;47;31;39;47;64;57;52;48;63;53;57;50;50;50;25;18;50;51;60;45;14;17;12;13;6;9;11;14
"17802";"N. Lang";"Right";"RES";26;17;44;36;21;31;23;19;37;38;64;59;65;48;60;32;75;49;63;20;48;56;20;24;31;40;47;54;52;11;13;9;11;14
"17803";"J. Rudoni";"Right";"SUB";38;45;42;60;37;48;40;38;56;45;63;68;70;47;62;49;56;58;58;43;48;36;54;48;40;44;32;46;44;8;8;13;11;10
"17804";"D. Dudziński";"Right";"RES";47;42;41;50;48;61;53;41;50;55;56;66;54;52;65;57;57;47;51;37;39;28;46;47;50;52;41;31;34;12;11;5;14;13
"17805";"D. Males";"Left";"RES";30;58;45;41;37;53;34;30;32;44;70;65;53;52;57;48;57;54;58;46;29;17;44;50;67;47;18;13;15;14;14;10;11;8
"17806";"S. Graham";"Right";"RDM";36;37;47;57;37;48;45;39;55;53;63;60;56;45;58;47;61;59;53;34;55;44;49;54;39;39;30;49;54;5;8;6;12;8
"17807";"Z. Hemming";"Right";"RES";14;9;11;26;6;8;12;13;27;16;31;24;35;42;32;41;56;25;50;5;18;6;4;39;19;38;10;13;12;50;52;54;49;55
"17808";"L. D'Arrigo";"Right";"SUB";34;40;48;55;32;53;31;35;52;56;65;60;60;54;69;49;55;61;44;29;49;37;52;53;41;41;20;35;34;5;10;12;15;9
"17809";"D. Drysdale";"Right";"RES";21;22;49;49;27;20;38;29;42;47;66;69;48;40;64;38;67;69;62;19;49;50;28;44;39;52;46;51;56;13;7;15;11;6
"17810";"M. Sanyor";"Right";"SUB";13;8;12;22;9;12;12;12;16;13;28;32;39;47;44;38;58;25;34;7;20;8;7;34;11;27;9;11;10;51;50;50;51;53
"17811";"A. Antunes";"Right";"SUB";36;48;30;47;41;59;52;39;50;60;61;60;59;49;66;52;56;34;49;38;42;27;39;49;40;51;35;30;38;5;7;10;6;13
"17812";"C. Lyle";"Right";"SUB";10;7;13;20;9;14;10;14;26;20;32;20;44;45;42;41;57;25;45;6;25;6;6;29;11;39;10;10;13;54;53;55;49;50
"17813";"J. Harboe";"Right";"SUB";44;44;35;57;41;53;41;39;55;55;63;64;72;48;70;52;57;46;44;40;40;37;50;49;42;50;48;42;40;12;9;9;12;7
"17814";"K. Yakob";"Right";"RES";39;38;42;48;38;47;38;38;54;52;68;69;65;50;70;51;59;71;59;39;52;46;49;52;34;47;38;44;46;5;12;12;7;11
"17815";"R. Teague";"Left";"SUB";32;29;44;61;29;50;28;33;52;54;64;57;52;53;67;38;62;48;60;30;52;50;36;41;32;63;48;42;52;11;13;5;8;9
"17816";"M. Anbo";"Right";"RES";46;27;40;41;29;42;31;28;36;34;68;69;62;58;56;22;56;57;58;26;53;52;44;34;32;37;47;52;51;9;15;15;8;8
"17817";"M. Stępień";"Right";"RES";49;51;33;52;54;48;51;33;45;52;67;67;59;35;58;52;36;52;58;34;34;23;49;48;51;47;22;24;23;15;5;12;9;9
"17818";"T. Stabell";"Right";"RES";40;32;46;59;35;53;34;40;55;51;73;67;79;44;89;52;68;55;27;38;56;41;48;49;41;38;33;47;51;7;10;12;13;12
"17819";"S. Skogen";"Right";"RES";23;20;53;31;22;23;26;27;22;28;67;65;57;47;68;37;68;54;58;19;47;51;23;28;39;41;50;56;54;5;7;11;14;7
"17820";"M. Wędrychowski";"Left";"RES";48;51;42;48;39;54;44;42;43;50;65;67;56;39;64;54;49;50;42;36;27;24;45;51;55;51;29;23;23;8;8;5;13;12
"17821";"E. Arnebrott";"Right";"RES";12;7;14;21;6;10;15;13;25;15;29;37;28;29;27;42;37;25;55;9;23;6;4;31;15;25;9;14;10;55;53;56;48;59
"17822";"J. Cuero";"Right";"RES";40;35;45;53;37;55;38;35;51;51;66;59;61;50;70;51;49;61;58;38;56;51;54;48;37;38;50;48;45;6;14;7;13;9
"17823";"Y. Contreras";"Right";"SUB";34;55;45;46;51;55;41;33;38;50;64;60;59;48;64;49;54;62;58;50;31;17;44;48;57;45;50;15;11;12;8;11;6;9
"17824";"J. Olstad";"Right";"SUB";28;53;49;48;41;51;36;31;31;53;69;68;79;47;78;44;74;34;41;45;35;10;53;49;54;42;13;19;20;7;8;9;11;8
"17825";"L. Smyth";"Right";"RES";31;53;49;38;54;47;49;42;36;48;69;74;72;44;66;52;58;58;57;56;29;16;48;43;57;45;19;16;14;14;5;7;7;5
"17826";"A. Youssef";"Right";"RES";42;52;36;55;42;55;43;37;50;62;64;65;58;49;61;53;58;58;56;36;42;23;57;49;41;57;32;36;39;7;9;14;14;5
"17827";"O. Pettersson";"Right";"SUB";33;53;51;34;42;50;33;25;26;48;79;78;61;42;70;41;62;43;50;50;23;13;51;43;50;45;15;14;15;7;5;5;10;12
"17828";"D. Burns";"Right";"SUB";47;49;37;50;35;53;44;47;44;46;69;68;69;41;57;45;50;54;35;36;37;22;44;47;46;46;32;39;33;10;6;11;11;9
"17829";"K. Gourlay";"Right";"RES";13;12;16;24;20;19;15;13;21;18;46;42;32;52;67;43;57;43;41;16;24;24;14;26;27;28;8;17;12;52;47;57;52;51
"17830";"A. Maynard-Brewer";"Right";"RES";12;4;12;26;7;11;15;13;25;16;19;25;39;48;51;42;55;28;55;6;25;8;7;26;7;37;18;14;13;54;46;56;55;47
"17831";"O. Björtuft";"Right";"SUB";28;18;48;28;24;31;28;29;23;32;55;53;48;45;58;36;73;53;71;26;58;53;30;31;41;45;48;51;48;12;13;13;15;13
"17832";"S. McNamee";"Right";"SUB";40;41;36;58;41;51;48;42;50;49;61;59;59;47;60;51;36;38;43;45;42;26;44;50;43;52;36;38;38;15;8;14;15;11
"17833";"T. Romboli";"Right";"RES";12;8;12;15;7;8;11;10;28;12;17;20;35;32;30;41;40;19;35;5;22;12;6;20;15;32;10;14;13;56;55;54;53;48
"17834";"Zhou Junchen";"Right";"RES";40;46;42;41;39;55;42;30;35;46;81;85;79;56;80;45;60;50;49;44;31;16;53;51;50;56;16;15;11;15;6;13;10;6
"17835";"L. Beckemeyer";"Right";"SUB";6;7;9;21;9;6;10;7;20;11;34;36;37;39;30;38;70;29;63;8;22;10;6;24;8;29;6;10;11;57;55;51;44;56
"17836";"G. Iannucci";"Right";"SUB";52;49;30;47;37;53;62;70;41;52;71;68;55;38;91;64;42;43;32;33;30;23;44;45;50;43;22;23;26;8;10;12;5;11
"17837";"H. Hauso";"Right";"RES";31;26;53;31;26;29;23;22;23;28;57;55;58;45;74;36;68;61;53;26;48;54;26;34;42;43;50;58;54;10;14;13;12;14
"17838";"N. Anspach";"Right";"RES";49;30;44;57;37;42;33;31;52;53;69;66;76;48;72;48;39;57;57;41;41;31;49;52;48;46;21;33;31;11;10;15;6;5
"17839";"A. Sagbakken";"Right";"SUB";41;28;46;58;32;46;41;37;52;46;66;64;58;49;65;45;57;46;58;31;55;47;32;37;48;39;48;54;51;8;6;13;9;5
"17840";"J. Simmons";"Right";"SUB";37;44;36;62;33;54;42;32;51;56;64;64;59;52;65;45;49;32;42;38;41;24;52;50;42;51;36;49;48;7;5;8;8;12
"17841";"E. Hejer";"Right";"SUB";12;9;14;16;5;9;12;13;15;14;17;25;36;25;47;36;60;25;36;5;21;12;7;21;17;20;6;12;10;53;58;48;53;52
"17842";"T. Wålemark";"Right";"RES";31;18;49;27;27;24;26;27;28;38;55;61;49;46;69;31;64;53;60;21;45;53;21;36;35;44;48;57;53;11;7;9;7;9
"17843";"C. Karatas";"Right";"RES";45;53;54;36;40;60;43;30;38;58;63;60;62;52;64;52;61;57;57;39;33;16;48;41;51;42;23;27;24;8;12;11;11;12
"17844";"B. Lashley";"Right";"SUB";13;10;13;24;9;10;14;11;17;18;28;24;32;43;40;35;46;18;47;9;21;8;7;29;14;33;5;12;13;53;56;47;48;54
"17845";"R. Duncan";"Right";"RES";42;47;40;62;41;53;49;44;65;50;69;62;56;52;80;53;53;41;38;35;44;30;50;47;45;58;37;41;50;15;12;6;9;9
"17846";"A. Mujanic";"Right";"SUB";42;43;37;56;40;55;49;42;54;60;70;64;78;45;78;50;53;58;33;37;38;33;45;47;43;58;43;43;41;6;13;9;6;10
"17847";"J. Schelfhout";"Left";"RES";10;6;12;27;8;7;13;10;25;10;33;28;32;41;45;41;59;17;38;9;23;14;8;35;15;35;6;14;11;57;51;54;41;58
"17848";"D. Nreca-Bisinger";"Left";"RES";11;5;11;20;8;6;11;11;18;10;29;17;35;47;33;37;42;28;57;6;18;9;7;36;18;36;6;14;12;56;50;49;44;58
"17849";"N. Bergmark";"Right";"RES";25;23;53;45;28;35;22;20;35;41;56;59;54;50;52;34;67;61;64;20;49;49;24;33;33;40;42;53;49;13;7;10;9;8
"17850";"R. Hauge";"Right";"SUB";34;46;46;58;46;51;50;30;54;54;64;65;79;48;70;52;60;33;55;49;48;49;38;52;41;48;48;50;47;6;9;11;11;9
"17851";"H. Woods";"Right";"RES";49;40;42;54;31;48;58;37;46;44;69;67;51;54;70;70;69;65;68;59;56;42;57;48;35;40;55;39;36;10;12;7;12;14
"17852";"D. Andersen";"Right";"SUB";10;9;12;28;12;10;12;13;25;19;31;37;31;33;38;36;40;28;56;9;21;12;3;30;16;33;10;11;11;54;51;48;55;54
"17853";"C. Rowe";"Right";"RES";43;28;51;60;40;53;35;37;55;53;65;62;56;54;68;57;60;53;48;33;57;38;55;49;46;46;44;41;52;10;12;11;14;11
"17854";"S. Bækgård";"Right";"RES";44;44;39;55;34;53;38;38;51;55;65;66;72;51;69;45;75;53;48;36;48;52;41;48;52;47;51;49;46;11;12;5;10;10
"17855";"D. Horneland";"Right";"SUB";29;22;44;32;27;29;29;24;29;30;63;54;62;50;68;35;72;62;67;19;51;50;24;29;40;41;47;58;51;7;8;7;13;6
"17856";"S. Kayembe";"Right";"RES";46;50;31;48;45;51;44;34;36;52;73;78;63;37;64;47;48;39;62;38;30;22;48;47;40;43;21;20;24;7;8;10;10;6
"17857";"D. Mikołajewski";"Right";"RES";43;30;52;59;32;45;38;42;45;49;62;64;57;55;51;47;59;51;66;32;52;47;32;40;42;39;43;50;56;10;11;5;10;9
"17858";"Iskandar Bughrahan";"Left";"RES";40;53;46;38;43;54;38;40;27;56;71;70;65;46;47;46;61;60;42;45;29;17;52;44;55;48;19;18;11;5;13;5;11;14
"17859";"J. Swaby-Neavin";"Right";"RES";45;21;37;39;27;49;29;30;33;36;79;74;70;47;58;29;64;58;58;22;52;52;46;34;34;35;44;55;48;5;9;13;5;8
"17860";"M. Gottwald";"Right";"RES";42;31;47;58;31;54;38;50;50;50;61;58;52;49;47;46;59;38;70;28;57;49;39;43;39;44;46;47;54;10;10;10;11;14
"17861";"S. Günther";"Right";"SUB";10;8;13;15;8;12;13;10;29;19;22;21;36;42;23;36;35;19;34;8;23;12;7;28;15;36;7;11;12;53;51;48;51;53
"17862";"A. Doyle";"Right";"RES";42;38;40;54;36;50;40;40;52;51;69;71;67;51;69;45;65;65;69;41;41;44;45;51;43;50;46;49;46;9;6;11;5;9
"17863";"Mun Kyung Min";"Right";"RES";30;51;65;38;42;42;34;28;26;43;51;51;48;50;52;52;68;60;70;45;49;26;50;42;57;45;23;18;16;11;14;11;14;13
"17864";"J. Anderson";"Right";"SUB";20;19;47;32;24;29;20;22;28;35;58;63;41;51;59;31;68;62;57;22;52;53;24;30;31;44;48;53;50;10;9;8;12;12
"17865";"K. Moncrieffe";"Right";"RES";35;51;46;40;41;50;38;33;33;49;72;73;70;45;68;48;69;61;60;44;36;13;49;39;51;46;19;18;19;7;8;7;14;6
"17866";"E. Dahlqvist";"Left";"SUB";45;26;37;48;28;51;36;30;41;50;65;60;75;48;84;31;91;64;56;27;53;51;43;36;31;52;42;53;51;8;7;12;13;12
"17867";"A. Livingstone";"Left";"RES";63;38;44;56;45;55;63;64;49;53;69;74;69;38;75;53;33;39;67;33;50;37;42;44;44;32;46;54;52;6;10;12;6;11
"17868";"D. Thøgersen";"Left";"SUB";46;26;37;39;29;40;25;28;30;46;73;75;77;47;65;28;65;58;33;25;46;47;52;36;39;52;45;50;50;10;8;11;5;13
"17869";"T. Knowles";"Right";"SUB";42;49;49;39;34;50;37;41;40;50;76;80;63;48;55;51;63;57;59;47;46;20;47;48;45;41;36;23;23;5;6;8;9;8
"17870";"J. Rollinson";"Right";"RES";53;53;29;43;45;60;47;34;33;53;65;65;59;39;73;40;48;44;41;41;27;16;44;42;52;42;19;24;24;11;6;14;10;7
"17871";"E. Tallig";"Left";"SUB";52;39;30;55;41;51;42;36;48;48;67;63;69;42;75;39;58;59;38;34;28;25;42;44;41;40;21;29;25;9;9;7;9;12
"17872";"S. Loric";"Left";"RES";39;23;41;29;25;56;31;28;32;40;62;59;61;48;78;25;61;58;40;28;54;49;40;39;38;36;53;60;61;9;11;12;8;9
"17873";"L. Smith";"Right";"RES";49;44;40;55;40;54;48;47;49;53;56;66;52;52;68;53;54;44;43;35;46;23;37;55;44;52;36;32;38;7;9;7;8;10
"17874";"M. Touray";"Right";"SUB";34;53;48;42;42;51;37;35;30;49;48;53;52;53;70;51;70;52;61;44;36;15;52;46;52;45;18;19;18;12;9;12;12;12
"17875";"A. Georgiou";"Left";"SUB";33;57;38;30;33;52;34;32;19;49;68;62;78;51;69;52;66;48;56;48;39;17;50;48;52;43;20;19;12;8;7;5;10;10
"17876";"L. Walsh";"Right";"SUB";47;53;41;41;32;55;38;31;27;54;67;66;60;47;64;45;54;40;35;41;44;17;48;47;44;50;35;17;17;9;8;10;6;15
"17877";"S. Graves";"Right";"RES";31;24;51;38;28;37;24;27;31;38;54;57;37;44;41;34;62;58;67;23;44;48;24;31;37;42;47;55;54;9;7;6;13;10
"17878";"Kim Jong Jin";"Right";"SUB";50;53;48;54;36;47;57;55;45;58;76;73;66;54;76;57;57;55;44;50;28;48;53;45;35;62;27;47;38;15;10;14;14;11
"17879";"N. Marthinussen";"Right";"SUB";30;34;53;49;31;46;23;25;43;41;64;52;49;42;68;34;74;63;64;28;44;55;27;39;33;41;48;48;43;7;9;11;10;12
"17880";"L. Langhans";"Right";"RES";50;51;26;45;43;59;39;38;38;56;75;65;84;39;93;54;83;34;30;40;31;23;44;45;51;42;30;24;26;9;7;12;7;13
"17881";"J. Yabur";"Right";"RES";37;30;41;60;31;48;33;32;52;56;62;58;62;50;68;44;64;53;66;26;58;53;40;48;37;44;42;55;52;9;10;9;11;6
"17882";"J. Fielding";"Right";"RES";28;24;44;43;24;30;27;20;25;37;54;64;48;48;58;34;67;62;57;18;47;54;21;27;37;40;44;56;52;10;5;7;11;5
"17883";"H. Hussein";"Right";"SUB";51;35;50;49;32;47;38;36;47;48;71;73;56;46;58;47;62;63;60;32;60;47;46;43;42;38;45;50;47;6;13;13;13;8
"17884";"K. Frisorger";"Right";"RES";22;17;44;31;24;25;23;20;20;34;55;66;63;45;57;39;74;64;74;16;40;52;27;27;38;35;41;56;52;8;12;9;8;11
"17885";"M. Dalsgaard";"Right";"SUB";15;10;10;25;8;14;10;11;32;15;21;22;32;31;30;44;40;22;39;10;14;10;8;44;12;35;10;14;14;55;51;58;50;56
"17886";"S. Sargeant";"Right";"SUB";13;11;14;24;16;17;16;13;24;17;49;40;32;49;60;36;51;26;33;13;18;18;16;18;24;27;12;15;19;52;47;48;51;54
"17887";"R. Hughes";"Right";"RES";39;35;48;59;31;56;37;35;56;55;56;45;68;50;52;57;65;37;58;35;60;49;36;49;42;50;45;49;54;15;12;6;9;5
"17888";"J. Pagnini";"Right";"RES";10;7;14;23;7;13;14;10;21;11;33;17;33;43;32;39;50;23;46;6;23;14;5;31;18;46;9;11;11;54;52;52;50;51
"17889";"Z. Al Bawardi";"Right";"RES";11;17;11;25;18;12;11;12;19;17;28;25;27;48;23;34;30;24;56;19;24;17;17;44;14;25;20;13;12;49;50;45;57;53
"17890";"J. Gesien";"Right";"RES";39;38;40;54;41;57;50;43;44;53;75;68;93;45;94;42;72;68;29;31;34;21;44;47;38;46;30;18;21;8;6;7;14;9
"17891";"M. Ormazábal";"Right";"RES";45;54;44;45;56;45;45;44;39;56;69;67;62;48;70;61;59;62;55;57;29;39;46;53;62;57;69;41;35;7;5;6;7;6
"17892";"M. Westergaard";"Right";"SUB";41;35;43;55;32;56;35;35;52;54;64;61;58;46;59;47;63;56;59;37;54;50;42;48;35;44;42;52;49;15;7;14;15;11
"17893";"A. Bark";"Right";"RES";27;53;40;46;50;54;30;32;35;53;73;69;75;54;71;43;67;57;32;45;25;18;55;43;48;55;16;11;13;7;10;10;5;7
"17894";"B. Galach";"Left";"RES";46;53;45;43;42;55;48;36;36;52;64;68;62;51;70;52;57;51;42;46;29;10;45;52;55;40;11;13;16;7;11;6;9;14
"17895";"T. Murphy";"Right";"SUB";14;9;11;20;8;8;13;14;17;17;28;30;30;36;39;42;40;25;49;9;18;13;5;27;15;34;7;10;12;55;54;56;48;55
"17896";"J. Pérez";"Right";"RES";28;23;43;47;25;26;23;21;22;45;54;58;55;47;66;36;70;62;58;23;50;45;28;29;31;45;48;55;54;6;9;11;10;12
"17897";"J. Greaves";"Right";"SUB";25;25;48;34;24;29;22;28;31;28;60;52;46;45;53;41;72;54;59;21;57;48;24;35;34;42;50;58;53;11;9;13;11;8
"17898";"J. Zapata";"Right";"RES";45;25;37;29;27;44;29;25;29;39;75;76;70;52;71;20;56;74;55;27;47;54;42;32;35;43;40;48;50;10;6;11;9;13
"17899";"A. Popa";"Right";"RES";14;9;10;20;9;14;14;12;16;17;32;18;24;44;49;44;60;20;38;6;25;11;6;26;16;32;9;11;12;54;51;59;45;57
"17900";"A. Catic";"Left";"SUB";24;16;46;39;27;26;24;27;31;34;39;58;42;41;53;43;67;57;63;18;52;51;24;32;30;44;46;57;54;10;14;10;9;13
"17901";"A. Popescu";"Right";"SUB";28;53;42;44;48;57;41;30;32;48;65;60;52;52;61;56;60;62;57;48;31;14;42;50;58;46;11;18;15;10;9;14;8;5
"17902";"R. Johansen";"Left";"RES";46;29;43;32;25;51;29;30;23;42;67;62;64;56;66;23;60;58;59;24;49;55;51;33;39;33;42;53;53;6;6;6;6;8
"17903";"Liu Shibo";"Right";"SUB";14;16;15;28;18;18;13;11;21;17;23;26;38;51;39;38;55;32;55;19;26;21;18;38;18;38;17;14;13;49;56;50;41;59
"17904";"E. Jacobsen";"Right";"RES";15;8;18;17;12;13;14;16;15;15;50;48;23;33;30;34;40;13;42;12;24;9;6;30;19;29;11;20;19;54;52;45;53;55
"17905";"M. Backmann";"Right";"SUB";21;23;48;34;28;37;21;25;20;43;62;58;44;47;64;39;77;57;56;21;55;55;27;26;33;44;48;53;49;10;12;8;8;8
"17906";"D. Walters";"Right";"RES";49;34;33;47;41;55;41;33;43;56;69;69;55;51;60;45;40;43;43;35;30;24;43;51;45;45;22;33;33;7;11;8;9;7
"17907";"I. Al Otaibi";"Right";"SUB";51;39;37;62;42;60;40;43;55;55;65;67;74;46;69;52;51;39;44;35;43;24;47;57;41;50;32;39;35;13;9;14;6;13
"17908";"M. Al Ghamdi";"Right";"RES";11;7;12;15;5;5;12;12;22;12;20;17;28;39;47;42;64;19;50;9;22;8;4;35;15;32;6;14;11;54;51;56;48;54
"17909";"J. Bainbridge";"Right";"RES";33;32;41;55;27;41;31;37;48;49;61;63;52;54;47;40;56;52;71;29;54;51;38;46;35;40;45;46;45;6;7;14;11;14
"17910";"P. Żyra";"Right";"SUB";37;40;49;55;38;52;41;39;52;54;61;63;76;51;72;52;64;54;75;35;53;47;45;45;47;44;37;51;53;12;6;6;10;7
"17911";"M. Said";"Right";"RES";44;35;52;62;37;48;44;37;53;46;64;71;59;52;77;57;64;51;41;38;57;47;49;51;43;38;25;43;43;11;13;5;8;10
"17912";"T. Jacobsen";"Right";"RES";50;38;41;47;30;51;39;38;46;48;67;58;68;53;69;47;62;57;70;40;50;38;50;49;46;39;42;41;40;6;9;8;6;11
"17913";"Carlos Mendes Gomes";"Right";"SUB";35;46;38;55;36;59;42;36;40;54;68;69;68;43;75;58;54;50;56;48;35;26;42;43;42;39;38;27;26;10;6;8;12;11
"17914";"Zhao Jianfei";"Right";"RES";23;15;45;32;26;25;26;25;25;39;59;57;42;48;60;34;68;53;60;19;48;48;29;30;38;38;58;54;48;7;12;9;13;12
"17915";"M. Scevola";"Left";"RES";10;9;10;25;6;6;14;14;15;14;27;16;31;44;38;40;45;19;57;9;21;14;7;38;13;31;10;13;11;53;48;53;46;59
"17916";"L. Portilla";"Right";"SUB";45;37;38;62;45;57;48;39;59;61;64;63;55;54;81;49;63;45;52;32;41;24;45;45;43;58;32;38;43;5;11;15;6;13
"17917";"B. Fazliji";"Right";"SUB";43;29;44;61;28;46;35;42;53;49;57;58;53;54;50;53;55;53;52;29;53;49;36;53;46;44;45;51;54;15;11;15;12;9
"17918";"Y. Bilingi";"Right";"RES";30;26;44;31;26;24;30;24;24;32;62;57;41;49;68;35;75;63;48;24;48;47;23;35;33;43;51;63;60;6;13;7;14;5
"17919";"Zhang Yuan";"Right";"SUB";36;30;48;57;32;54;37;38;55;50;70;76;76;55;58;55;60;62;61;33;58;41;53;47;36;43;47;41;46;12;12;10;13;9
"17920";"R. Treacy";"Right";"SUB";14;8;11;19;5;12;10;14;20;13;26;26;23;43;38;39;44;27;56;9;20;11;5;33;13;36;8;14;10;55;52;52;49;52
"17921";"M. Yıldız";"Right";"RES";13;5;13;25;7;9;12;10;28;11;30;25;24;48;32;44;52;26;61;7;28;7;8;30;12;37;6;12;14;47;54;58;51;54
"17922";"R. Al Najjar";"Right";"SUB";11;6;10;20;7;10;14;10;27;12;29;15;26;41;39;45;53;25;60;9;17;8;6;22;17;43;6;10;11;53;47;60;53;53
"17923";"N. Forastiero";"Right";"SUB";11;5;10;28;6;14;10;11;16;14;16;15;38;44;44;44;56;19;52;8;27;12;8;34;11;31;6;10;12;47;58;59;48;53
"17924";"Kim Min Duk";"Right";"RES";23;21;49;32;27;29;21;23;29;32;61;62;49;45;59;34;74;64;61;18;47;53;22;26;37;35;46;55;54;9;14;5;7;11
"17925";"J. Solano";"Right";"RES";30;56;51;50;38;45;35;28;25;46;67;67;69;53;70;49;63;62;50;47;32;11;43;41;53;42;17;14;16;11;5;6;12;12
"17926";"F. Gemmi";"Right";"RES";43;32;45;58;28;53;36;35;56;49;55;62;58;56;57;48;60;45;50;32;59;46;39;40;47;42;47;50;53;6;9;12;10;7
"17927";"S. McDonald";"Right";"RM";42;53;48;44;44;43;39;30;32;50;60;63;56;51;57;50;61;44;57;50;49;19;49;46;49;47;15;16;10;12;14;6;10;7
"17928";"L. Pöhls";"Right";"SUB";11;7;14;33;9;7;13;13;25;14;24;27;45;30;48;40;54;24;59;7;25;8;9;33;15;23;6;14;10;56;57;53;46;54
"17929";"M. Ștefănescu";"Left";"SUB";21;51;64;41;40;47;34;26;27;52;59;60;62;41;66;45;68;60;73;41;51;23;49;44;53;47;19;16;18;13;10;14;13;15
"17930";"G. Weiß";"Right";"SUB";48;27;42;43;28;44;26;31;26;43;56;64;66;59;63;29;59;46;56;25;40;46;49;36;31;32;44;54;56;13;9;14;13;13
"17931";"B. Machini";"Right";"RES";13;6;14;22;10;8;12;12;15;12;23;37;25;28;26;43;34;25;45;8;17;12;4;28;15;25;13;15;12;54;52;57;53;55
"17932";"L. Tomlinson";"Right";"RES";40;44;36;60;35;54;42;37;56;52;71;69;74;52;77;49;51;48;38;35;36;29;47;52;43;52;32;38;42;11;10;12;9;12
"17933";"Chen Zhechao";"Right";"RES";36;35;55;58;25;43;33;35;55;49;63;60;78;59;52;41;50;58;61;30;58;50;37;50;38;45;68;58;52;6;15;10;12;12
"17934";"Dong Honglin";"Right";"SUB";34;55;53;41;41;48;32;34;33;48;76;71;80;51;68;44;67;58;48;51;27;14;47;48;61;41;15;15;10;11;13;7;12;5
"17935";"E. Dubickas";"Right";"RES";42;49;43;45;54;64;53;42;39;52;70;67;59;47;62;50;58;50;60;52;28;15;44;50;64;43;24;20;16;10;6;11;6;6
"17936";"L. McNicholas";"Right";"SUB";11;11;12;20;10;15;13;11;26;12;30;26;33;37;26;38;40;25;62;10;27;13;5;52;12;30;7;13;13;51;52;50;53;54
